DATE,PIEAMP01AUQ661N
2015-01-01,99.3991828887287
2015-04-01,100.55275174237
2015-07-01,100.456621004566
2015-10-01,99.5914443643355
2016-01-01,98.3417447728911
2016-04-01,98.9185291997116
2016-07-01,99.7837058399424
2016-10-01,100.648882480173
2017-01-01,101.802451333814
2017-04-01,102.571497236241
2017-07-01,101.802451333814
2017-10-01,104.205719778899
2018-01-01,105.167027156933
2018-04-01,107.858687815429
2018-07-01,108.819995193463
2018-10-01,109.781302571497
2019-01-01,110.069694784907
2019-04-01,111.127132900745
2019-07-01,112.376832492189
2019-10-01,112.761355443403
2020-01-01,113.626532083634
2020-04-01,112.376832492189
2020-07-01,112.088440278779
