DATE,PIEAMP01USQ661N
2006-10-01,84.2899488008623
2007-01-01,85.188179286805
2007-04-01,87.9726937932274
2007-07-01,88.3140213778856
2007-10-01,89.7152609359562
2008-01-01,91.8889787119375
2008-04-01,96.4160603610886
2008-07-01,99.0029641606036
2008-10-01,91.6734033953112
2009-01-01,88.2960567681667
2009-04-01,89.5356148387676
2009-07-01,90.7392436899308
2009-10-01,91.6913680050301
2010-01-01,93.2722536602892
2010-04-01,94.5118117308901
2010-07-01,94.404024072577
2010-10-01,96.0388035569927
2011-01-01,99.1107518189168
2011-04-01,102.97314290847
2011-07-01,103.098895176502
2011-10-01,102.470133836342
2012-01-01,103.745621126381
2012-04-01,104.194736369352
2012-07-01,104.212700979071
2012-10-01,104.104913320758
2013-01-01,104.607922392886
2013-04-01,104.536063954011
2013-07-01,104.715710051199
2013-10-01,104.122877930477
2014-01-01,105.200754513608
2014-04-01,106.332524925896
2014-07-01,106.278631096739
2014-10-01,103.583939638911
2015-01-01,99.9910176951406
2015-04-01,101.10482349771
2015-07-01,100.565885206144
2015-10-01,98.338273601006
2016-01-01,96.5957064582772
2016-04-01,98.0867690649421
2016-07-01,98.6077427467888
2016-10-01,98.949070331447
2017-01-01,100.332345279799
2017-04-01,101.050929668553
2017-07-01,101.553938740681
2017-10-01,102.883319859876
2018-01-01,104.212700979071
2018-04-01,106.242701877302
2018-07-01,107.069073924369
2018-10-01,106.709781729992
2019-01-01,105.470223659391
2019-04-01,106.943321656337
2019-07-01,105.9552681218
2019-10-01,105.901374292644
2020-01-01,104.913320758107
2020-04-01,101.535974130962
2020-07-01,103.835444174975
